timestamp,outcome_label,price
1712181603,Democrat,0.5
1712185203,Democrat,0.52
1712188803,Democrat,0.515
1712192402,Democrat,0.515
1712196002,Democrat,0.52
1712199602,Democrat,0.505
1712203202,Democrat,0.505
1712206803,Democrat,0.505
1712210402,Democrat,0.505
1712214002,Democrat,0.505
1712217602,Democrat,0.505
1712221202,Democrat,0.505
1712224802,Democrat,0.505
1712228402,Democrat,0.505
1712232002,Democrat,0.505
1712235602,Democrat,0.505
1712239202,Democrat,0.455
1712242803,Democrat,0.46
1712246403,Democrat,0.47
1712250003,Democrat,0.475
1712253603,Democrat,0.47
1712257203,Democrat,0.47
1712260803,Democrat,0.47
1712264403,Democrat,0.47
1712268003,Democrat,0.47
1712271603,Democrat,0.47
1712275203,Democrat,0.47
1712278803,Democrat,0.47
1712282403,Democrat,0.47
1712286003,Democrat,0.475
1712289603,Democrat,0.475
1712293203,Democrat,0.475
1712296803,Democrat,0.475
1712300404,Democrat,0.47
1712304004,Democrat,0.47
1712307603,Democrat,0.47
1712311203,Democrat,0.465
1712314804,Democrat,0.465
1712318403,Democrat,0.465
1712322003,Democrat,0.465
1712325603,Democrat,0.465
1712329203,Democrat,0.465
1712332802,Democrat,0.465
1712336404,Democrat,0.465
1712340004,Democrat,0.465
1712343603,Democrat,0.465
1712347202,Democrat,0.465
1712350803,Democrat,0.465
1712354403,Democrat,0.465
1712358002,Democrat,0.465
1712361603,Democrat,0.465
1712365203,Democrat,0.465
1712368803,Democrat,0.465
1712372403,Democrat,0.465
1712376004,Democrat,0.465
1712379603,Democrat,0.465
1712383203,Democrat,0.465
1712386804,Democrat,0.465
1712390402,Democrat,0.465
1712394003,Democrat,0.465
1712397602,Democrat,0.465
1712401202,Democrat,0.465
1712404804,Democrat,0.465
1712408403,Democrat,0.465
1712412002,Democrat,0.465
1712415602,Democrat,0.465
1712419203,Democrat,0.465
1712422803,Democrat,0.465
1712426403,Democrat,0.465
1712430003,Democrat,0.485
1712433603,Democrat,0.49
1712437203,Democrat,0.49
1712440803,Democrat,0.49
1712444403,Democrat,0.49
1712448002,Democrat,0.49
1712451604,Democrat,0.49
1712455203,Democrat,0.51
1712458803,Democrat,0.51
1712462402,Democrat,0.51
1712466003,Democrat,0.51
1712469602,Democrat,0.51
1712473202,Democrat,0.51
1712476803,Democrat,0.51
1712480403,Democrat,0.505
1712484003,Democrat,0.505
1712487602,Democrat,0.505
1712491203,Democrat,0.505
1712494803,Democrat,0.505
1712498403,Democrat,0.505
1712502003,Democrat,0.505
1712505603,Democrat,0.505
1712509202,Democrat,0.505
1712512803,Democrat,0.505
1712516403,Democrat,0.505
1712520003,Democrat,0.505
1712523603,Democrat,0.505
1712527203,Democrat,0.505
1712530803,Democrat,0.505
1712534403,Democrat,0.505
1712538003,Democrat,0.505
1712541603,Democrat,0.505
1712545203,Democrat,0.505
1712548803,Democrat,0.505
1712552403,Democrat,0.505
1712556003,Democrat,0.505
1712559603,Democrat,0.505
1712563203,Democrat,0.505
1712566803,Democrat,0.505
1712570403,Democrat,0.505
1712574003,Democrat,0.505
1712577603,Democrat,0.505
1712581203,Democrat,0.505
1712584803,Democrat,0.505
1712588403,Democrat,0.505
1712592003,Democrat,0.505
1712595602,Democrat,0.505
1712599202,Democrat,0.505
1712602803,Democrat,0.505
1712606402,Democrat,0.505
1712610002,Democrat,0.505
1712613603,Democrat,0.505
1712617203,Democrat,0.505
1712620803,Democrat,0.5
1712624403,Democrat,0.475
1712628003,Democrat,0.475
1712631603,Democrat,0.475
1712635203,Democrat,0.475
1712638803,Democrat,0.475
1712642402,Democrat,0.475
1712646002,Democrat,0.475
1712649603,Democrat,0.47
1712653202,Democrat,0.47
1712656802,Democrat,0.47
1712660402,Democrat,0.47
1712664003,Democrat,0.47
1712667603,Democrat,0.47
1712671203,Democrat,0.47
1712674802,Democrat,0.47
1712678402,Democrat,0.47
1712682003,Democrat,0.47
1712685602,Democrat,0.47
1712689203,Democrat,0.47
1712692803,Democrat,0.47
1712696402,Democrat,0.47
1712700002,Democrat,0.47
1712703603,Democrat,0.47
1712707203,Democrat,0.47
1712710803,Democrat,0.475
1712714402,Democrat,0.475
1712718002,Democrat,0.48
1712721603,Democrat,0.48
1712725202,Democrat,0.48
1712728803,Democrat,0.48
1712732403,Democrat,0.48
1712736002,Democrat,0.48
1712739602,Democrat,0.48
1712743202,Democrat,0.48
1712746802,Democrat,0.48
1712750402,Democrat,0.48
1712754002,Democrat,0.48
1712757602,Democrat,0.48
1712761203,Democrat,0.48
1712764803,Democrat,0.48
1712768403,Democrat,0.48
1712772003,Democrat,0.48
1712775603,Democrat,0.48
1712779203,Democrat,0.48
1712782803,Democrat,0.48
1712786402,Democrat,0.48
1712790002,Democrat,0.48
1712793603,Democrat,0.48
1712797203,Democrat,0.48
1712800803,Democrat,0.48
1712804402,Democrat,0.48
1712808003,Democrat,0.48
1712811602,Democrat,0.48
1712815202,Democrat,0.48
1712818803,Democrat,0.48
1712822402,Democrat,0.48
1712826003,Democrat,0.48
1712829602,Democrat,0.48
1712833203,Democrat,0.48
1712836803,Democrat,0.48
1712840402,Democrat,0.48
1712844003,Democrat,0.48
1712847604,Democrat,0.475
1712851203,Democrat,0.475
1712854803,Democrat,0.475
1712858403,Democrat,0.475
1712862002,Democrat,0.475
1712865602,Democrat,0.475
1712869203,Democrat,0.475
1712872803,Democrat,0.475
1712876403,Democrat,0.475
1712880003,Democrat,0.475
1712883603,Democrat,0.475
1712887203,Democrat,0.475
1712890803,Democrat,0.475
1712894403,Democrat,0.475
1712898003,Democrat,0.475
1712901603,Democrat,0.475
1712905203,Democrat,0.475
1712908803,Democrat,0.475
1712912403,Democrat,0.475
1712916003,Democrat,0.475
1712919603,Democrat,0.475
1712923203,Democrat,0.475
1712926803,Democrat,0.475
1712930403,Democrat,0.475
1712934003,Democrat,0.475
1712937603,Democrat,0.475
1712941203,Democrat,0.475
1712944803,Democrat,0.475
1712948402,Democrat,0.475
1712952003,Democrat,0.475
1712955603,Democrat,0.475
1712959203,Democrat,0.475
1712962802,Democrat,0.475
1712966402,Democrat,0.475
1712970003,Democrat,0.475
1712973603,Democrat,0.475
1712977203,Democrat,0.475
1712980803,Democrat,0.475
1712984403,Democrat,0.475
1712988003,Democrat,0.475
1712991603,Democrat,0.475
1712995203,Democrat,0.475
1712998803,Democrat,0.475
1713002403,Democrat,0.475
1713006003,Democrat,0.475
1713009603,Democrat,0.475
1713013203,Democrat,0.475
1713016802,Democrat,0.475
1713020402,Democrat,0.475
1713024003,Democrat,0.475
1713027602,Democrat,0.475
1713031203,Democrat,0.475
1713034803,Democrat,0.475
1713038403,Democrat,0.475
1713042003,Democrat,0.475
1713045603,Democrat,0.475
1713049203,Democrat,0.475
1713052803,Democrat,0.475
1713056403,Democrat,0.475
1713060003,Democrat,0.475
1713063603,Democrat,0.475
1713067203,Democrat,0.475
1713070803,Democrat,0.475
1713074403,Democrat,0.475
1713078003,Democrat,0.475
1713081603,Democrat,0.475
1713085202,Democrat,0.475
1713088803,Democrat,0.475
1713092403,Democrat,0.475
1713096002,Democrat,0.475
1713099603,Democrat,0.475
1713103203,Democrat,0.475
1713106803,Democrat,0.475
1713110403,Democrat,0.475
1713114003,Democrat,0.475
1713117603,Democrat,0.475
1713121203,Democrat,0.475
1713124803,Democrat,0.475
1713128403,Democrat,0.475
1713132003,Democrat,0.475
1713135603,Democrat,0.475
1713139203,Democrat,0.475
1713142802,Democrat,0.475
1713146404,Democrat,0.475
1713150003,Democrat,0.475
1713153602,Democrat,0.475
1713157204,Democrat,0.475
1713160803,Democrat,0.475
1713164403,Democrat,0.475
1713168003,Democrat,0.475
1713171603,Democrat,0.475
1713175203,Democrat,0.475
1713178803,Democrat,0.475
1713182403,Democrat,0.475
1713186003,Democrat,0.475
1713189603,Democrat,0.475
1713193203,Democrat,0.475
1713196803,Democrat,0.475
1713200403,Democrat,0.475
1713204003,Democrat,0.475
1713207603,Democrat,0.475
1713211203,Democrat,0.475
1713214802,Democrat,0.475
1713218403,Democrat,0.475
1713222004,Democrat,0.475
1713225603,Democrat,0.475
1713229202,Democrat,0.475
1713232803,Democrat,0.475
1713236403,Democrat,0.475
1713240003,Democrat,0.475
1713243603,Democrat,0.475
1713247203,Democrat,0.475
1713250803,Democrat,0.475
1713254403,Democrat,0.475
1713258003,Democrat,0.475
1713261603,Democrat,0.475
1713265203,Democrat,0.475
1713268803,Democrat,0.475
1713272403,Democrat,0.475
1713276003,Democrat,0.475
1713279603,Democrat,0.475
1713283203,Democrat,0.475
1713286803,Democrat,0.475
1713290403,Democrat,0.475
1713294003,Democrat,0.475
1713297603,Democrat,0.475
1713301203,Democrat,0.475
1713304803,Democrat,0.475
1713308403,Democrat,0.475
1713312003,Democrat,0.475
1713315603,Democrat,0.475
1713319202,Democrat,0.475
1713322803,Democrat,0.475
1713326403,Democrat,0.475
1713330003,Democrat,0.475
1713333603,Democrat,0.475
1713337203,Democrat,0.475
1713340802,Democrat,0.475
1713344403,Democrat,0.475
1713348003,Democrat,0.475
1713351603,Democrat,0.475
1713355203,Democrat,0.475
1713358803,Democrat,0.475
1713362403,Democrat,0.475
1713366003,Democrat,0.475
1713369603,Democrat,0.475
1713373203,Democrat,0.475
1713376803,Democrat,0.475
1713380403,Democrat,0.475
1713384004,Democrat,0.475
1713387603,Democrat,0.475
1713391203,Democrat,0.475
1713394803,Democrat,0.475
1713398403,Democrat,0.475
1713402003,Democrat,0.475
1713405603,Democrat,0.475
1713409203,Democrat,0.475
1713412803,Democrat,0.475
1713416403,Democrat,0.475
1713420003,Democrat,0.475
1713423603,Democrat,0.475
1713427203,Democrat,0.475
1713430802,Democrat,0.475
1713434403,Democrat,0.475
1713438003,Democrat,0.475
1713441603,Democrat,0.475
1713445202,Democrat,0.475
1713448803,Democrat,0.475
1713452403,Democrat,0.475
1713456003,Democrat,0.475
1713459603,Democrat,0.475
1713463203,Democrat,0.475
1713466802,Democrat,0.475
1713470402,Democrat,0.475
1713474003,Democrat,0.475
1713477602,Democrat,0.475
1713481203,Democrat,0.475
1713484803,Democrat,0.475
1713488402,Democrat,0.475
1713492003,Democrat,0.475
1713495603,Democrat,0.475
1713499202,Democrat,0.475
1713502802,Democrat,0.475
1713506403,Democrat,0.475
1713510003,Democrat,0.475
1713513603,Democrat,0.475
1713517202,Democrat,0.475
1713520803,Democrat,0.475
1713524403,Democrat,0.475
