Year_Week,DEM,REP,Period_DEM,Period_REP,Total_Period,Dem_Ratio,Rep_Ratio,Segment
2024-W21,376151,128123,376151,128123,504274,0.7459258260390185,0.25407417396098153,Large
2024-W22,534462,161173,534462,161173,695635,0.7683080926060362,0.23169190739396378,Large
2024-W23,714028,358202,714028,358202,1072230,0.6659280191749904,0.33407198082500955,Large
2024-W24,425508,204680,425508,204680,630188,0.6752080331583591,0.3247919668416409,Large
2024-W25,494193,274161,494193,274161,768354,0.6431840011244817,0.3568159988755183,Large
2024-W26,756487,461231,756487,461231,1217718,0.6212333233145934,0.37876667668540664,Large
2024-W27,398960,141628,398960,141628,540588,0.7380112026164103,0.2619887973835897,Large
2024-W28,493676,155483,493676,155483,649159,0.7604854896874264,0.23951451031257365,Large
2024-W29,847166,272347,847166,272347,1119513,0.7567272555119949,0.24327274448800507,Large
2024-W30,1228893,259347,1228893,259347,1488240,0.8257357684244476,0.17426423157555232,Large
2024-W31,900044,240255,900044,240255,1140299,0.7893052611639578,0.21069473883604212,Large
2024-W32,1205733,316555,1205733,316555,1522288,0.7920531463165971,0.20794685368340288,Large
2024-W33,1132121,281375,1132121,281375,1413496,0.8009368261388784,0.19906317386112166,Large
2024-W34,1148516,414349,1148516,414349,1562865,0.7348785723654955,0.2651214276345046,Large
2024-W35,1443641,370122,1443641,370122,1813763,0.7959369553795066,0.2040630446204934,Large
2024-W36,1292626,536835,1292626,536835,1829461,0.706561112808636,0.293438887191364,Large
2024-W37,1689263,549411,1689263,549411,2238674,0.7545819534242145,0.24541804657578548,Large
2024-W38,2016815,575924,2016815,575924,2592739,0.7778704296884492,0.22212957031155084,Large
2024-W39,2080671,791879,2080671,791879,2872550,0.7243289063723869,0.2756710936276131,Large
2024-W40,2011809,1026468,2011809,1026468,3038277,0.6621545698433685,0.33784543015663154,Large
2024-W41,1594558,429580,1594558,429580,2024138,0.7877713871287432,0.2122286128712568,Large
2024-W42,1618749,605873,1618749,605873,2224622,0.7276512594049686,0.27234874059503145,Large
2024-W43,1330610,583729,1330610,583729,1914339,0.6950754281242768,0.30492457187572314,Large
2024-W44,1517703,641861,1517703,641861,2159564,0.7027821356533078,0.29721786434669223,Large
2024-W45,190842,147872,190842,147872,338714,0.5634310952603081,0.4365689047396919,Large
