Year_Week,DEM,REP,Period_DEM,Period_REP,Total_Period,Dem_Ratio,Rep_Ratio,Segment
2024-W42,3070360,4235683,3070360,4235683,7306043,0.42024937438774995,0.57975062561225,All
2024-W43,2722604,3265137,2722604,3265137,5987741,0.45469635376680456,0.5453036462331955,All
2024-W44,2642602,4495044,2642602,4495044,7137646,0.3702343882002554,0.6297656117997447,All
2024-W45,547973,1203247,547973,1203247,1751220,0.3129092860976919,0.6870907139023081,All
2024-W14,7819,4510,7819,4510,12329,0.6341957985238057,0.36580420147619436,Small
2024-W15,8345,13084,8345,13084,21429,0.3894255448224369,0.6105744551775631,Small
2024-W16,7687,6362,7687,6362,14049,0.5471563812370988,0.4528436187629013,Small
2024-W17,7572,18510,7572,18510,26082,0.29031515988037726,0.7096848401196227,Small
2024-W18,11222,22048,11222,22048,33270,0.3373008716561467,0.6626991283438534,Small
2024-W19,6261,16420,6261,16420,22681,0.27604602971650277,0.7239539702834972,Small
2024-W20,8044,26289,8044,26289,34333,0.23429353683045467,0.7657064631695454,Small
2024-W21,7103,20263,7103,20263,27366,0.2595556530000731,0.7404443469999269,Small
2024-W22,10131,19368,10131,19368,29499,0.34343537069053187,0.6565646293094681,Small
2024-W23,9142,16524,9142,16524,25666,0.35619106989791943,0.6438089301020806,Small
2024-W24,7760,35161,7760,35161,42921,0.18079727872137183,0.8192027212786281,Small
2024-W25,7872,16851,7872,16851,24723,0.31840796019900497,0.681592039800995,Small
2024-W26,15861,36265,15861,36265,52126,0.3042819322411081,0.6957180677588919,Small
2024-W27,20388,11785,20388,11785,32173,0.6336990644329096,0.3663009355670904,Small
2024-W28,21188,11263,21188,11263,32451,0.6529228683245508,0.3470771316754491,Small
2024-W29,30443,22332,30443,22332,52775,0.5768450971103742,0.42315490288962576,Small
2024-W30,44649,25097,44649,25097,69746,0.640165744272073,0.35983425572792704,Small
2024-W31,45614,45619,45614,45619,91233,0.4999725976346278,0.5000274023653721,Small
2024-W32,33974,27753,33974,27753,61727,0.5503912388419978,0.4496087611580022,Small
2024-W33,30234,20103,30234,20103,50337,0.6006317420585255,0.39936825794147446,Small
2024-W34,50995,28589,50995,28589,79584,0.640769501407318,0.35923049859268197,Small
2024-W35,39964,57108,39964,57108,97072,0.4116944123949234,0.5883055876050767,Small
2024-W36,42030,45013,42030,45013,87043,0.4828647909653849,0.5171352090346151,Small
2024-W37,39341,70250,39341,70250,109591,0.3589802082287779,0.641019791771222,Small
2024-W38,42874,74932,42874,74932,117806,0.36393732067976164,0.6360626793202384,Small
2024-W39,51668,90562,51668,90562,142230,0.3632707586303874,0.6367292413696126,Small
2024-W40,118844,98965,118844,98965,217809,0.5456340187962848,0.4543659812037152,Small
2024-W41,118192,150679,118192,150679,268871,0.4395862699956485,0.5604137300043516,Small
2024-W42,233115,319197,233115,319197,552312,0.4220712206144353,0.5779287793855646,Small
