Year_Week,DEM,REP,Period_DEM,Period_REP,Total_Period,Dem_Ratio,Rep_Ratio,Segment
2024-W22,278366,0,278366,0,278366,1.0,0.0,Large
2024-W23,202897,0,202897,0,202897,1.0,0.0,Large
2024-W24,180157,0,180157,0,180157,1.0,0.0,Large
2024-W25,302327,0,302327,0,302327,1.0,0.0,Large
2024-W26,679027,0,679027,0,679027,1.0,0.0,Large
2024-W27,187659,0,187659,0,187659,1.0,0.0,Large
2024-W28,313694,0,313694,0,313694,1.0,0.0,Large
2024-W29,450607,0,450607,0,450607,1.0,0.0,Large
2024-W30,422544,0,422544,0,422544,1.0,0.0,Large
2024-W31,493172,0,493172,0,493172,1.0,0.0,Large
2024-W32,778860,0,778860,0,778860,1.0,0.0,Large
2024-W33,527886,0,527886,0,527886,1.0,0.0,Large
2024-W34,585108,0,585108,0,585108,1.0,0.0,Large
2024-W35,746416,0,746416,0,746416,1.0,0.0,Large
2024-W36,521304,0,521304,0,521304,1.0,0.0,Large
2024-W37,673793,0,673793,0,673793,1.0,0.0,Large
2024-W38,678274,0,678274,0,678274,1.0,0.0,Large
2024-W39,728477,0,728477,0,728477,1.0,0.0,Large
2024-W40,739938,0,739938,0,739938,1.0,0.0,Large
2024-W41,793414,0,793414,0,793414,1.0,0.0,Large
2024-W42,932835,0,932835,0,932835,1.0,0.0,Large
2024-W43,821092,0,821092,0,821092,1.0,0.0,Large
2024-W44,840488,0,840488,0,840488,1.0,0.0,Large
2024-W45,162682,0,162682,0,162682,1.0,0.0,Large
