day_offset,segment,agg_yes,agg_no,odds
-96,all_users,2850.0,5700.0,0.3333333333333333
-84,all_users,4850.0,1000.0,0.8290598290598291
-83,all_users,3911.923,2061.923,0.6548416212938867
-82,all_users,3122.3230000000003,872.3230000000001,0.7816269576828585
-81,all_users,3550.0029999999997,872.32,0.8027462037485729
-80,all_users,3631.4629999999997,881.46,0.8046809130135835
-79,all_users,4401.499,729.4660000000001,0.8578306419942446
-78,all_users,5468.8005,1496.7915,0.7851163978596507
-77,all_users,3859.259000000001,736.0179999999999,0.8398316358295702
-76,all_users,6120.039000000001,2236.0,0.7324090995745712
-75,all_users,5494.039000000001,1522.0,0.7830684806626645
-74,all_users,4894.043000000001,1288.004,0.7916541236260417
-73,all_users,4803.043000000001,1119.0,0.8110449383768406
-72,all_users,3021.2610000000004,852.0,0.7800303155403161
-71,all_users,3025.0210000000006,381.76,0.8879411385703982
-69,all_users,7088.835000000001,781.5740000000001,0.9006946144730216
-68,all_users,4321.4885,0.014000000000010004,0.9999967603859999
-67,all_users,4321.4885,-0.0,1.0
-64,all_users,4821.4885,974.0,0.8319382395461573
-62,all_users,5831.7485,1984.26,0.746128730540659
-61,all_users,9580.528,2040.7730000000001,0.8243937576352253
-60,all_users,12000.487500000001,6528.2105,0.6476703058142564
-59,all_users,5503.906167000001,3643.6675,0.6016793487933767
-58,all_users,8693.064167,3364.0299999999997,0.7209916457974365
-55,all_users,7686.830833000001,3699.0,0.6751225225234295
-54,all_users,7692.087501000001,-0.0,1.0
-52,all_users,7692.907501000001,-0.0,1.0
-50,all_users,7693.397501,-0.0,1.0
-49,all_users,7583.397501,-0.0,1.0
-48,all_users,10077.955,2644.557499,0.7921355943483754
-47,all_users,5384.235000000001,2009.367499,0.7282288979869055
-46,all_users,4774.235000000001,2009.367499,0.7037905008000971
-45,all_users,12608.135,4433.367499,0.7398487897848119
-44,all_users,13521.674999999997,7602.917499,0.6400916373009368
-43,all_users,5862.64,7023.747499,0.4549482933409343
-42,all_users,8244.68,7893.367499,0.510884603636895
-41,all_users,31221.476666000002,28640.474165,0.5215579551382028
-40,all_users,9918.54,26916.784165,0.26926707514696857
-39,all_users,7217.043334,22153.754165,0.245721735483884
-37,all_users,4837.718334,22153.759165,0.1792313271542557
-36,all_users,4786.528334,22155.374164999997,0.17766111113265523
-35,all_users,4896.528334,22263.754165,0.18028267320784616
-34,all_users,4786.544333999999,22263.770164999998,0.17694967406670817
-33,all_users,4868.5543339999995,22235.764164999997,0.17962282778589778
-32,all_users,11791.7475,27211.688165,0.30232586691283214
-31,all_users,11129.070832,26589.437497000003,0.29505596390309463
-30,all_users,26232.814168,42030.527497,0.38428845597299693
-29,all_users,16566.474166,45221.774663,0.2681169070165428
-28,all_users,1831.3480000000004,44702.648163,0.03935505546493635
-27,all_users,1856.0365000000004,47265.033163,0.03778493654013489
-26,all_users,13074.559832,53069.674163,0.19766741622540127
-24,all_users,9844.3765,50034.734163,0.16440418688587763
-23,all_users,9280.3765,50465.934163,0.15532969980935074
-22,all_users,8741.594000000001,50029.765663,0.14873901250753851
-21,all_users,4315.6265,53519.234163,0.07461981321519692
-20,all_users,10703.075166,52091.322829000004,0.17044633769484072
-19,all_users,8703.191834000001,52049.280829,0.14325658615209738
-14,all_users,8703.191834000001,52049.280829,0.14325658615209738
-13,all_users,2540.2785000000003,52575.480829,0.046089875761965486
-12,all_users,12484.181832,59275.210826999995,0.17397279114839675
-11,all_users,2072.0285000000003,59267.840827,0.0337794736560998
-10,all_users,2457.1985000000004,59702.210826999995,0.03953059603693297
-9,all_users,2339.9985,59467.810826999994,0.037859269329867676
-8,all_users,3885.9985000000006,55763.814160999995,0.06514686847525891
-2,all_users,4717.736500000001,56999.55216099999,0.07644108486219363
-1,all_users,3733.3965000000007,55460.614161,0.06307051099106807
0,all_users,34197.106499999994,91154.73082699999,0.27280897695014605
